19	PF00684	67	100	50	0.2	0.001	1.0e-10	random	sce	300	0.1:0.1:0.4
-0.0	-0.20000000298023224	-0.4000000059604645	-0.5	-0.6000000238418579	-0.699999988079071	-0.800000011920929	-0.8999999761581421	-1.0	-1.2000000476837158	-1.2999999523162842	-1.5
0.0	1.743316650390625	6.708569175318668	11.309992338481702	14.768901222630552	17.683366072805303	20.579483032226562	35.47848189504523	54.01339601215563	74.49332327591746	81.09646285207648	81.09646285207648
0.0	1.2155658315387885	1.8896945044277766	2.6604760524961155	2.668301134079141	2.4309691284538224	2.4044441100186287	5.203772776904844	4.952740667772054	4.507297777474206	3.7433710266973037	3.7433710266973037
0.0	9.578074405067845	20.409038543701172	26.633662374396074	34.44894589875874	45.27367662128649	61.502986104864824	88.84711335834704	110.84642751593339	135.28869167127107	139.19834357813784	139.91167309409693
0.0	0.7863141686705943	1.4479766357313915	1.6300830303702554	1.924162538204626	2.6591311621794045	3.679159739442248	7.851479809211035	7.760326696386122	6.218507285232037	6.4068430760871	6.512623871469957
0.0	0.04399057344854674	0.12097407698350351	0.16653574234092694	0.2152395915161037	0.24587588373919878	0.27336999214454055	0.4493322859387274	0.7054202670856246	0.9340141398271798	1.0	1.0
0.0	0.018978157303259573	0.027721351700164536	0.030991201100839992	0.02985763622749484	0.028905529446934957	0.026646879776294423	0.06983754382834209	0.07338445687545833	0.04547354481824447	0.0	0.0
-137.7733796772204	-136.03006302682977	-131.06481050190172	-126.4633873387387	-123.00447845458984	-120.09001360441509	-117.19389664499383	-102.29489778217517	-83.75998366506477	-63.28005640130294	-56.67691682514391	-56.67691682514391
3.679527063801164	4.1662708755607	4.4968547786766395	4.728786038039013	4.322483937986679	4.216111794367019	3.840815155530368	6.00952432806892	6.668203173455958	4.55251582125209	0.6463775315848883	0.6463775315848883
-90.34694591321443	-80.76887150814659	-69.93790736951325	-63.71328353881836	-55.8980000144557	-45.07326929192794	-28.84395980834961	-1.4998325548673932	20.499481602718955	44.94174575805664	48.85139766492342	49.56472718088251
5.366366411222509	5.185559037561851	4.812175364591121	4.712975790104465	5.014400661091981	5.860743296151626	6.557412184090537	8.305426579274217	8.10400991056923	4.280241317896988	3.4156701397553877	3.416336336177084
0.3944666056256545	0.4496640751236363	0.508612113563638	0.5403761534314406	0.5789331950639424	0.6295759395549172	0.7011740395897313	0.813713948977621	0.8970539099291751	0.9836763080797697	0.9958264106198361	0.9970897592996296
0.02275457225463795	0.021969655699786407	0.020030137612063303	0.01928511997837534	0.019964059034354532	0.022703404134604876	0.02439936597860624	0.031717669204337856	0.031010190565514288	0.020438153394486572	0.01860011108863331	0.01868230781824134
0.7610062831326535	0.7136656485105816	0.6635298791684603	0.6365242537699247	0.6003355007422598	0.5455379548825716	0.46382487526065425	0.338900715504822	0.25953344373326553	0.1887494655031907	0.1889099615969156	0.19086374264014394
0.019999674725858476	0.019693984437540016	0.018797952485341583	0.019152946029144826	0.022549242674568204	0.030108904161061725	0.03365242821891673	0.03520861494597156	0.029098148249467843	0.01726420613696845	0.017602563003624297	0.01786452034405993
0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.4000000059604645
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.000885731295535439	0.0008999234751651162	0.0009079324571709884	0.0009082994962993421	0.0009562200621554726	0.0009452261422809801	0.0009680829550090589	0.000969130741922479	0.0009614409584748117	0.0009764452513895536	0.0009636663292583666	0.000974556725276144
2.623215986901174e-5	2.0906791447871063e-5	1.809265076251843e-5	1.2012955577035097e-5	6.736019376855391e-6	1.3595670122817257e-5	3.91255867239119e-6	5.349092170472169e-6	8.165582167818122e-6	5.477076053211854e-6	5.335981858499059e-6	5.639053436201456e-6
0.5263157894736842	0.3684210526315789	0.15789473684210525	0.10526315789473684	0.10526315789473684	0.10526315789473684	0.05263157894736842	0.0	0.0	0.0	0.0	0.0
0.1176877882894626	0.11369720523522558	0.08594700851870798	0.07233518641434492	0.07233518641434492	0.07233518641434492	0.052631578947368404	0.0	0.0	0.0	0.0	0.0
